order_id,user_id,product_id,quantity,unit_price,total_amount,order_time,status,payment_method
O00000098,U000020,P00108,3,111.0,222.0,2025-03-11 04:49:37.673423,cancelled,alipay
O00000099,U000020,P00247,3,73.7,221.10000000000002,2025-03-07 17:13:37.673423,pending,credit_card
O00000100,U000020,P00230,4,113.76,227.52,2025-06-03 02:35:37.673423,completed,alipay
O00000101,U000020,P00490,3,25.35,101.4,2025-03-29 15:36:37.673423,pending,wechat_pay
O00000102,U000020,P00230,2,113.76,455.04,2025-03-24 16:10:37.673423,pending,credit_card
O00000103,U000020,P00300,2,226.34,905.36,2025-05-14 20:43:37.673423,pending,wechat_pay
O00000104,U000020,P00443,1,55.42,221.68,2025-04-28 13:06:37.673423,pending,credit_card
O00000105,U000020,P00359,1,202.54,202.54,2025-03-26 20:56:37.673423,cancelled,wechat_pay
O00000106,U000020,P00062,4,386.51,1159.53,2025-03-25 00:04:37.673423,pending,alipay
O00000107,U000020,P00122,1,84.78,339.12,2025-05-25 08:38:37.673423,pending,alipay
O00000108,U000020,P00284,3,54.86,109.72,2025-04-15 12:46:37.673423,pending,credit_card
O00000109,U000020,P00088,3,201.62,201.62,2025-05-30 01:46:37.673423,cancelled,wechat_pay
O00000110,U000021,P00186,2,49.19,196.76,2025-04-17 06:53:37.673423,pending,credit_card
O00000111,U000021,P00386,2,38.62,154.48,2025-04-22 13:20:37.673423,pending,alipay
O00000112,U000021,P00070,1,115.6,115.6,2025-04-29 07:43:37.673423,cancelled,credit_card
O00000113,U000021,P00141,1,108.35,108.35,2025-05-13 15:40:37.673423,completed,wechat_pay
O00000114,U000021,P00406,1,118.5,355.5,2025-04-23 21:35:37.673423,pending,wechat_pay
O00000115,U000021,P00214,1,43.95,131.85000000000002,2025-06-01 21:42:37.673423,pending,wechat_pay
O00000116,U000021,P00391,3,22.39,44.78,2025-04-19 15:58:37.673423,cancelled,credit_card
O00000117,U000021,P00442,1,115.37,230.74,2025-04-08 01:20:37.673423,pending,alipay
O00000118,U000021,P00436,1,155.39,466.16999999999996,2025-05-19 20:02:37.673423,completed,wechat_pay
O00000119,U000021,P00252,3,184.72,184.72,2025-04-14 01:49:37.673423,completed,alipay
O00000120,U000021,P00239,1,43.6,43.6,2025-04-03 07:53:37.673423,cancelled,alipay
O00000121,U000021,P00380,3,12.18,36.54,2025-05-28 03:57:37.673423,pending,alipay
O00000122,U000021,P00334,4,127.91,255.82,2025-04-05 06:43:37.673423,cancelled,alipay
O00000123,U000022,P00456,2,69.43,69.43,2025-03-27 12:36:37.673423,pending,credit_card
O00000124,U000022,P00116,4,153.86,461.58000000000004,2025-04-09 04:35:37.673423,pending,alipay
O00000125,U000022,P00491,3,27.36,54.72,2025-04-07 13:13:37.673423,pending,credit_card
O00000126,U000023,P00205,1,27.59,55.18,2025-03-21 08:02:37.673423,pending,wechat_pay
O00000127,U000023,P00259,3,105.15,315.45000000000005,2025-06-02 08:29:37.673423,cancelled,alipay
O00000128,U000024,P00311,1,99.58,398.32,2025-03-10 19:27:37.673423,pending,credit_card
O00000129,U000025,P00366,2,42.47,42.47,2025-04-17 00:27:37.673423,pending,wechat_pay
O00000130,U000025,P00052,1,138.39,553.56,2025-05-10 07:39:37.673423,cancelled,wechat_pay
O00000131,U000025,P00127,4,192.27,192.27,2025-03-08 10:31:37.673423,completed,credit_card
O00000132,U000025,P00470,3,179.06,358.12,2025-04-10 17:07:37.673423,completed,alipay
O00000133,U000025,P00117,4,22.87,68.61,2025-04-14 04:46:37.673423,pending,alipay
O00000134,U000025,P00253,1,47.3,47.3,2025-04-26 22:10:37.673423,pending,alipay
O00000135,U000025,P00407,4,166.29,498.87,2025-05-07 03:23:37.673423,completed,credit_card
O00000136,U000025,P00489,2,336.17,672.34,2025-05-01 12:45:37.673423,cancelled,wechat_pay
O00000137,U000025,P00008,3,98.58,98.58,2025-03-09 15:25:37.673423,completed,credit_card
O00000138,U000025,P00415,4,40.37,80.74,2025-04-14 10:43:37.673423,pending,credit_card
O00000139,U000025,P00007,3,50.83,152.49,2025-04-25 08:28:37.673423,pending,wechat_pay
O00000140,U000026,P00163,1,47.96,191.84,2025-05-22 16:08:37.673423,cancelled,alipay
O00000141,U000026,P00316,1,21.44,64.32000000000001,2025-05-20 22:34:37.673423,pending,alipay
O00000142,U000026,P00395,3,116.23,116.23,2025-03-28 12:43:37.673423,pending,wechat_pay
O00000143,U000026,P00282,1,119.45,119.45,2025-04-07 13:25:37.673423,pending,wechat_pay
O00000144,U000027,P00276,1,69.09,207.27,2025-04-19 04:31:37.673423,pending,wechat_pay
O00000145,U000027,P00499,4,185.74,371.48,2025-05-08 00:43:37.673423,completed,wechat_pay
O00000146,U000027,P00088,4,201.62,806.48,2025-05-08 13:31:37.673423,pending,wechat_pay
O00000147,U000027,P00147,3,24.31,97.24,2025-05-16 09:45:37.673423,completed,alipay
O00000148,U000027,P00447,4,227.92,683.76,2025-04-28 17:34:37.673423,pending,credit_card
O00000149,U000027,P00054,3,24.15,24.15,2025-03-16 00:23:37.673423,cancelled,wechat_pay
O00000150,U000028,P00051,4,89.35,357.4,2025-05-22 04:04:37.673423,completed,alipay
O00000151,U000028,P00078,1,96.38,96.38,2025-04-18 16:43:37.673423,pending,alipay
O00000152,U000028,P00370,2,266.67,1066.68,2025-04-06 17:48:37.673423,cancelled,credit_card
O00000153,U000028,P00349,3,149.28,149.28,2025-04-09 21:53:37.673423,cancelled,wechat_pay
O00000154,U000029,P00009,1,19.89,79.56,2025-03-19 21:38:37.673423,pending,credit_card
O00000155,U000029,P00376,3,175.43,350.86,2025-05-29 16:00:37.673423,cancelled,credit_card
O00000156,U000030,P00400,2,31.43,31.43,2025-04-21 15:03:37.673423,completed,credit_card
O00000157,U000030,P00192,3,127.68,510.72,2025-05-30 23:15:37.673423,pending,alipay
O00000158,U000030,P00167,4,35.47,35.47,2025-03-28 07:58:37.673423,completed,alipay
O00000159,U000030,P00006,1,154.95,154.95,2025-03-18 03:17:37.673423,pending,alipay
O00000160,U000030,P00306,2,135.18,540.72,2025-04-11 18:05:37.673423,completed,credit_card
O00000161,U000030,P00309,1,50.86,50.86,2025-04-20 18:11:37.673423,pending,alipay
O00000162,U000030,P00410,3,291.03,291.03,2025-04-17 01:13:37.673423,cancelled,wechat_pay
O00000163,U000030,P00264,1,217.67,870.68,2025-04-23 14:42:37.673423,pending,alipay
O00000164,U000030,P00310,4,326.64,979.92,2025-03-29 18:27:37.673423,cancelled,wechat_pay
O00000165,U000030,P00203,4,138.31,553.24,2025-05-26 09:29:37.673423,pending,wechat_pay
O00000166,U000030,P00329,3,61.48,122.96,2025-04-06 20:40:37.673423,completed,alipay
O00000167,U000030,P00135,4,33.87,33.87,2025-05-14 10:53:37.673423,pending,alipay
O00000168,U000030,P00028,3,10.98,10.98,2025-04-06 02:22:37.673423,cancelled,alipay
O00000169,U000030,P00440,2,45.98,45.98,2025-05-05 22:46:37.673423,cancelled,credit_card
O00000170,U000031,P00022,3,50.98,101.96,2025-04-11 03:44:37.673423,cancelled,wechat_pay
O00000171,U000031,P00424,2,144.23,288.46,2025-03-10 17:40:37.673423,pending,credit_card
O00000172,U000031,P00170,1,47.04,188.16,2025-05-09 13:16:37.673423,pending,credit_card
O00000173,U000031,P00392,2,239.84,959.36,2025-05-30 23:26:37.673423,cancelled,credit_card
O00000174,U000031,P00464,2,97.83,293.49,2025-05-11 23:45:37.673423,cancelled,alipay
O00000175,U000032,P00281,4,93.24,279.71999999999997,2025-05-09 10:24:37.673423,pending,wechat_pay
O00000176,U000032,P00382,4,10.96,43.84,2025-05-01 07:14:37.673423,completed,wechat_pay
O00000177,U000032,P00021,3,40.76,40.76,2025-05-08 22:07:37.673423,cancelled,credit_card
O00000178,U000033,P00437,4,214.03,428.06,2025-03-10 01:29:37.673423,pending,alipay
O00000179,U000033,P00459,1,183.05,366.1,2025-04-24 09:11:37.673423,pending,wechat_pay
O00000180,U000033,P00489,1,336.17,672.34,2025-05-31 12:44:37.673423,pending,alipay
O00000181,U000033,P00438,3,142.71,570.84,2025-03-14 12:49:37.673423,completed,wechat_pay
O00000182,U000033,P00404,2,127.82,127.82,2025-05-19 03:30:37.673423,completed,alipay
O00000183,U000033,P00363,4,261.26,783.78,2025-03-13 10:01:37.673423,pending,credit_card
O00000184,U000034,P00222,1,74.89,149.78,2025-05-16 04:15:37.673423,cancelled,wechat_pay
O00000185,U000034,P00314,1,166.01,498.03,2025-05-09 15:27:37.673423,pending,wechat_pay
O00000186,U000034,P00211,3,37.0,111.0,2025-04-27 03:16:37.673423,cancelled,alipay
O00000187,U000034,P00104,3,117.59,235.18,2025-04-29 14:57:37.673423,pending,wechat_pay
O00000188,U000034,P00406,2,118.5,355.5,2025-04-29 07:33:37.673423,pending,wechat_pay
O00000189,U000034,P00010,4,13.62,27.24,2025-05-29 19:16:37.673423,cancelled,alipay
O00000190,U000034,P00258,3,24.46,48.92,2025-03-26 07:22:37.673423,cancelled,credit_card
O00000191,U000034,P00071,2,108.6,108.6,2025-03-20 10:39:37.673423,pending,alipay
O00000192,U000034,P00347,1,64.38,257.52,2025-04-03 05:43:37.673423,pending,alipay
O00000193,U000034,P00270,2,82.93,248.79000000000002,2025-04-07 01:46:37.673423,cancelled,alipay
O00000194,U000035,P00223,2,349.57,699.14,2025-05-24 07:18:37.673423,completed,alipay
O00000195,U000035,P00218,2,136.8,273.6,2025-04-22 16:48:37.673423,pending,credit_card
O00000196,U000035,P00381,2,180.0,720.0,2025-04-02 11:30:37.673423,pending,alipay
O00000197,U000036,P00003,4,142.7,570.8,2025-03-17 23:24:37.673423,completed,credit_card
O00000198,U000036,P00216,3,19.38,19.38,2025-05-16 06:06:37.673423,pending,alipay
O00000199,U000037,P00209,1,105.01,105.01,2025-04-24 08:49:37.673423,pending,wechat_pay
O00000200,U000037,P00186,4,49.19,196.76,2025-03-13 19:50:37.673423,cancelled,alipay
O00000201,U000037,P00195,3,54.13,216.52,2025-04-23 05:07:37.673423,pending,wechat_pay
O00000202,U000037,P00238,3,63.91,127.82,2025-03-28 17:38:37.673423,cancelled,wechat_pay
O00000203,U000037,P00301,1,41.54,166.16,2025-04-23 01:51:37.673423,completed,wechat_pay
O00000204,U000037,P00382,4,10.96,32.88,2025-05-13 09:55:37.673423,pending,alipay
O00000205,U000037,P00171,1,43.27,173.08,2025-04-13 05:07:37.673423,cancelled,wechat_pay
O00000206,U000038,P00293,1,11.47,34.410000000000004,2025-04-23 16:16:37.673423,pending,credit_card
O00000207,U000038,P00149,4,234.25,468.5,2025-06-01 15:21:37.673423,cancelled,wechat_pay
O00000208,U000040,P00123,2,79.05,158.1,2025-03-19 17:45:37.673423,pending,credit_card
O00000209,U000040,P00164,1,209.71,419.42,2025-03-25 13:52:37.673423,pending,alipay
O00000210,U000040,P00352,2,194.17,388.34,2025-04-06 17:22:37.673423,cancelled,alipay
O00000211,U000040,P00221,1,12.17,12.17,2025-05-10 09:52:37.673423,pending,alipay
O00000212,U000040,P00182,4,47.21,47.21,2025-04-26 20:37:37.673423,pending,wechat_pay
O00000213,U000040,P00318,3,36.0,144.0,2025-05-23 11:44:37.673423,pending,credit_card
O00000214,U000041,P00430,4,162.32,324.64,2025-05-28 21:01:37.673423,pending,credit_card
O00000215,U000041,P00120,3,30.56,61.12,2025-04-27 22:19:37.673423,pending,alipay
O00000216,U000041,P00436,1,155.39,466.16999999999996,2025-03-29 19:29:37.673423,completed,alipay
O00000217,U000041,P00445,4,299.6,299.6,2025-04-04 14:32:37.673423,cancelled,alipay
O00000218,U000042,P00442,2,115.37,230.74,2025-03-11 04:30:37.673423,cancelled,alipay
O00000219,U000042,P00439,3,32.23,32.23,2025-05-21 00:26:37.673423,cancelled,credit_card
O00000220,U000043,P00174,1,14.86,14.86,2025-05-05 13:57:37.673423,pending,wechat_pay
O00000221,U000043,P00471,3,20.59,82.36,2025-04-26 04:22:37.673423,pending,credit_card
O00000222,U000043,P00167,1,35.47,141.88,2025-04-15 13:46:37.673423,pending,wechat_pay
O00000223,U000043,P00011,2,37.34,74.68,2025-05-08 11:14:37.673423,pending,wechat_pay
O00000224,U000043,P00216,1,19.38,19.38,2025-06-02 15:23:37.673423,completed,alipay
O00000225,U000044,P00228,3,127.85,255.7,2025-04-20 09:23:37.673423,pending,wechat_pay
O00000226,U000044,P00092,1,127.05,508.2,2025-04-30 15:54:37.673423,cancelled,alipay
O00000227,U000044,P00215,4,28.16,84.48,2025-04-13 00:46:37.673423,pending,alipay
O00000228,U000045,P00160,4,64.49,64.49,2025-04-28 11:14:37.673423,pending,alipay
O00000229,U000045,P00319,2,42.45,42.45,2025-06-01 17:29:37.673423,completed,wechat_pay
O00000230,U000045,P00332,1,62.49,62.49,2025-05-04 19:17:37.673423,pending,alipay
O00000231,U000045,P00279,4,106.92,213.84,2025-05-15 10:06:37.673423,cancelled,alipay
O00000232,U000045,P00381,1,180.0,540.0,2025-05-10 21:05:37.673423,pending,wechat_pay
O00000233,U000045,P00308,1,210.44,631.3199999999999,2025-03-09 02:36:37.673423,pending,credit_card
O00000234,U000045,P00497,3,26.06,52.12,2025-05-08 23:30:37.673423,cancelled,wechat_pay
O00000235,U000045,P00007,4,50.83,50.83,2025-04-29 01:54:37.673423,cancelled,alipay
O00000236,U000045,P00176,4,39.78,79.56,2025-05-28 16:05:37.673423,pending,credit_card
O00000237,U000045,P00047,1,121.16,121.16,2025-03-31 08:38:37.673423,pending,alipay
O00000238,U000045,P00083,2,130.86,130.86,2025-05-29 10:52:37.673423,pending,wechat_pay
O00000239,U000045,P00017,2,94.33,377.32,2025-04-29 11:17:37.673423,pending,wechat_pay
O00000240,U000046,P00454,4,166.02,498.06000000000006,2025-04-26 14:02:37.673423,pending,alipay
O00000241,U000046,P00172,3,94.29,94.29,2025-05-30 11:26:37.673423,completed,wechat_pay
O00000242,U000046,P00022,1,50.98,203.92,2025-05-18 23:54:37.673423,pending,wechat_pay
O00000243,U000046,P00352,2,194.17,776.68,2025-04-28 12:34:37.673423,pending,wechat_pay
O00000244,U000046,P00386,2,38.62,154.48,2025-05-24 07:51:37.673423,pending,alipay
O00000245,U000046,P00477,1,48.95,195.8,2025-05-15 04:23:37.673423,pending,credit_card
O00000246,U000046,P00311,3,99.58,199.16,2025-03-20 10:58:37.673423,cancelled,alipay
O00000247,U000048,P00090,2,60.04,240.16,2025-04-19 05:13:37.673423,pending,alipay
O00000248,U000048,P00359,4,202.54,202.54,2025-03-31 10:17:37.673423,completed,alipay
O00000249,U000048,P00141,3,108.35,108.35,2025-03-30 16:24:37.673423,completed,credit_card
O00000250,U000048,P00382,1,10.96,43.84,2025-05-11 17:38:37.673423,cancelled,alipay
O00000251,U000049,P00413,4,23.01,69.03,2025-05-31 02:58:37.673423,completed,wechat_pay
O00000252,U000049,P00199,2,138.77,416.31000000000006,2025-04-15 03:00:37.673423,cancelled,credit_card
O00000253,U000050,P00266,4,40.94,81.88,2025-05-15 16:44:37.673423,pending,alipay
O00000254,U000050,P00471,1,20.59,82.36,2025-04-06 08:37:37.673423,completed,credit_card
O00000255,U000051,P00093,3,27.44,54.88,2025-04-24 13:40:37.673423,pending,alipay
O00000256,U000051,P00225,4,67.77,67.77,2025-05-23 13:19:37.673423,completed,credit_card
O00000257,U000051,P00242,4,12.13,36.39,2025-05-16 00:48:37.673423,pending,credit_card
O00000258,U000051,P00453,4,82.51,165.02,2025-04-18 17:22:37.673423,pending,credit_card
O00000259,U000052,P00424,4,144.23,288.46,2025-05-21 06:37:37.673423,cancelled,credit_card
O00000260,U000052,P00185,3,38.13,152.52,2025-03-16 01:21:37.673423,pending,wechat_pay
O00000261,U000052,P00186,4,49.19,196.76,2025-05-05 05:23:37.673423,pending,credit_card
O00000262,U000052,P00339,3,329.57,329.57,2025-05-27 15:12:37.673423,pending,credit_card
O00000263,U000052,P00139,2,134.85,269.7,2025-05-10 01:21:37.673423,pending,alipay
O00000264,U000052,P00304,2,16.4,65.6,2025-05-07 22:19:37.673423,pending,alipay
O00000265,U000053,P00071,4,108.6,325.79999999999995,2025-03-19 03:27:37.673423,pending,wechat_pay
O00000266,U000054,P00337,2,68.1,204.29999999999998,2025-04-15 23:24:37.673423,cancelled,credit_card
O00000267,U000054,P00369,2,61.55,61.55,2025-05-10 01:23:37.673423,completed,credit_card
O00000268,U000054,P00019,3,181.65,181.65,2025-03-21 04:16:37.673423,pending,alipay
O00000269,U000054,P00353,1,288.28,576.56,2025-05-06 15:00:37.673423,pending,alipay
O00000270,U000055,P00167,2,35.47,70.94,2025-04-27 00:37:37.673423,pending,alipay
O00000271,U000055,P00186,1,49.19,196.76,2025-04-15 16:12:37.673423,pending,credit_card
O00000272,U000055,P00187,3,98.69,98.69,2025-04-07 20:13:37.673423,pending,credit_card
O00000273,U000055,P00389,2,37.62,37.62,2025-03-17 18:24:37.673423,pending,credit_card
O00000274,U000056,P00376,3,175.43,175.43,2025-05-23 03:41:37.673423,cancelled,credit_card
O00000275,U000056,P00088,3,201.62,806.48,2025-04-24 08:30:37.673423,pending,credit_card
O00000276,U000056,P00329,1,61.48,245.92,2025-04-18 13:50:37.673423,cancelled,wechat_pay
O00000277,U000058,P00210,4,19.14,19.14,2025-04-24 01:30:37.673423,cancelled,credit_card
O00000278,U000058,P00040,1,151.96,607.84,2025-03-23 11:31:37.673423,pending,wechat_pay
O00000279,U000058,P00178,1,133.41,400.23,2025-05-05 06:10:37.673423,pending,wechat_pay
O00000280,U000059,P00386,1,38.62,38.62,2025-05-23 18:11:37.673423,pending,credit_card
O00000281,U000059,P00297,3,109.73,109.73,2025-05-27 14:42:37.673423,pending,wechat_pay
O00000282,U000059,P00232,3,224.82,449.64,2025-04-17 05:06:37.673423,pending,alipay
O00000283,U000059,P00384,3,100.46,401.84,2025-03-11 03:09:37.673423,cancelled,wechat_pay
O00000284,U000060,P00482,3,35.95,35.95,2025-05-17 01:19:37.673423,cancelled,alipay
O00000285,U000060,P00293,2,11.47,22.94,2025-04-19 05:02:37.673423,cancelled,wechat_pay
O00000286,U000062,P00126,3,83.58,250.74,2025-04-08 23:17:37.673423,pending,wechat_pay
O00000287,U000062,P00228,4,127.85,255.7,2025-04-04 20:41:37.673423,cancelled,credit_card
O00000288,U000062,P00191,3,731.92,2195.7599999999998,2025-03-26 21:12:37.673423,pending,credit_card
O00000289,U000062,P00311,3,99.58,398.32,2025-05-22 16:26:37.673423,pending,alipay
