user_id,username,age,gender,city,register_date,user_level
U000113,mzhou,33,F,桂兰市,2023-12-01,Silver
U000114,yan47,47,M,福州县,2025-02-05,Bronze
U000115,pingfang,36,M,长沙县,2025-03-08,Bronze
U000116,gangdai,54,M,沈阳县,2024-05-11,Bronze
U000117,tanyan,26,F,秀云县,2024-06-27,Bronze
U000118,fsong,18,M,荆门县,2024-09-15,Bronze
U000119,chao13,42,F,通辽市,2025-01-17,Bronze
U000120,taowen,33,M,萍市,2024-09-01,Silver
U000121,fyu,22,F,深圳县,2024-04-17,Silver
U000122,min12,29,F,秀梅县,2024-01-14,Bronze
U000123,cxiao,39,M,健县,2023-12-18,Bronze
U000124,guiying68,22,M,关岭县,2024-04-20,Bronze
U000125,houwei,22,M,瑜县,2025-01-15,Bronze
U000126,huanglei,38,M,太原县,2025-04-19,Bronze
U000127,bfeng,47,F,南京县,2024-08-05,Bronze
U000128,xiaoping,22,F,广州市,2024-05-28,Bronze
U000129,yuanjie,27,F,桂兰县,2024-04-22,Silver
U000130,ptang,18,F,峰县,2023-10-31,Silver
U000131,gangliang,33,M,慧县,2025-03-03,Silver
U000132,liaoli,45,F,建国县,2024-07-27,Platinum
U000133,vmeng,41,F,淑英县,2025-04-10,Silver
U000134,yankang,50,M,敏县,2023-07-08,Silver
U000135,tao66,54,F,汕尾市,2023-09-11,Gold
U000136,guiying71,57,F,洋市,2024-04-18,Bronze
U000137,gangtang,30,M,雪县,2024-10-21,Bronze
U000138,mayong,52,M,玉珍县,2025-04-12,Silver
U000139,yigang,46,F,太原市,2025-01-05,Bronze
U000140,shiguiying,51,M,潜江市,2024-11-25,Silver
U000141,chao05,62,F,辛集县,2024-03-22,Bronze
U000142,pgong,42,F,博市,2023-10-18,Bronze
U000143,yena,27,M,汕尾市,2023-12-02,Silver
U000144,qyu,52,F,霞市,2025-05-03,Silver
U000145,rliao,35,M,乌鲁木齐县,2024-02-28,Silver
U000146,yang64,40,F,莉市,2024-03-29,Gold
U000147,pfan,30,F,兰英县,2024-11-29,Bronze
U000148,chao64,47,F,沈阳县,2025-03-12,Silver
U000149,jun95,42,M,南宁县,2024-11-12,Gold
U000150,yangduan,53,M,沈阳县,2023-06-30,Platinum
U000151,jie14,29,M,丽娟市,2023-11-07,Platinum
U000152,xiapan,48,F,志强县,2025-05-14,Silver
U000153,vlin,64,M,林县,2023-08-02,Bronze
U000154,junzheng,29,M,云市,2025-02-08,Silver
U000155,qcai,53,F,宜都县,2024-11-08,Gold
U000156,xiulan65,56,M,福州县,2023-06-24,Silver
U000157,xiuying31,56,F,莉县,2023-09-03,Bronze
U000158,fangchen,52,F,金凤市,2023-08-19,Bronze
U000159,xiagao,35,F,淑英县,2024-11-06,Silver
U000160,vyan,61,F,宁德市,2025-03-13,Gold
U000161,aye,63,F,超县,2023-11-20,Bronze
U000162,psong,44,F,帅县,2024-07-31,Bronze
U000163,fang64,54,M,济南县,2023-08-15,Silver
U000164,yangyu,62,M,沈阳县,2023-12-11,Gold
U000165,xiulanhuang,24,F,杭州市,2025-02-25,Gold
U000166,mingong,23,F,兴安盟市,2023-09-13,Silver
U000167,jing10,61,F,上海县,2025-02-07,Silver
U000168,xiulanluo,43,M,贵阳县,2023-07-15,Silver
U000169,pingwu,62,M,石家庄县,2024-05-18,Silver
U000170,wei91,37,M,桂花市,2024-09-24,Bronze
U000171,zhangwei,58,F,桂芳市,2023-07-22,Silver
U000172,bqiu,45,F,惠州县,2023-08-01,Bronze
U000173,luoxiuying,42,F,石家庄市,2024-01-04,Bronze
U000174,na98,23,F,淑英县,2023-08-21,Platinum
U000175,zengyang,62,M,荆门县,2025-04-24,Gold
U000176,pingmao,38,F,莹县,2024-12-22,Bronze
U000177,luping,52,F,霞县,2023-10-01,Bronze
U000178,fdeng,64,F,西宁县,2023-08-19,Silver
U000179,jie80,48,F,佳县,2024-03-05,Silver
U000180,scui,20,F,琴市,2024-08-26,Bronze
U000181,jiezhang,29,F,芳市,2024-03-02,Bronze
U000182,guiying49,55,M,嘉禾市,2024-09-20,Silver
U000183,chao24,25,M,雪县,2023-06-09,Silver
U000184,jiexiong,25,M,波市,2024-12-31,Silver
U000185,duwei,45,M,海门县,2024-05-22,Bronze
U000186,jing54,44,F,凯市,2023-10-03,Silver
U000187,xiuyingcui,50,M,通辽县,2024-10-31,Silver
U000188,mtian,46,M,丽娟县,2023-11-19,Bronze
U000189,mengping,23,F,太原县,2024-07-18,Gold
U000190,fang36,64,F,北京市,2024-01-25,Bronze
U000191,jielai,47,F,晶市,2023-06-11,Bronze
U000192,lshi,50,F,海门市,2024-06-27,Silver
U000193,gang60,64,M,勇县,2025-05-20,Silver
U000194,luxiulan,42,F,秀云县,2024-01-15,Gold
U000195,qiuchao,30,M,兵县,2025-03-12,Bronze
U000196,gang61,18,M,荆门县,2024-07-15,Bronze
U000197,qinli,45,F,建平县,2025-01-30,Platinum
U000198,gangwei,55,F,合山市,2025-05-08,Silver
U000199,ming23,54,F,武汉县,2023-11-05,Bronze
U000200,xiuyinggu,38,M,贵阳县,2024-05-30,Bronze
U000201,kzhong,62,F,玉梅市,2024-05-11,Bronze
U000202,tangqiang,57,F,丹市,2024-03-04,Bronze
U000203,longqiang,25,M,明市,2024-03-17,Silver
U000204,gang19,20,F,丽华市,2024-05-19,Gold
U000205,minyao,61,F,桂花市,2023-07-23,Gold
U000206,zfan,34,M,凯市,2023-07-05,Bronze
U000207,yansong,32,F,晨县,2024-03-20,Silver
U000208,na65,28,M,北镇市,2024-02-16,Bronze
U000209,xieyong,51,M,红县,2024-12-18,Silver
U000210,mindong,47,F,哈尔滨县,2024-10-26,Bronze
U000211,mfu,51,M,沈阳县,2024-10-16,Silver
U000212,jie81,41,F,凤兰县,2023-06-19,Bronze
U000213,li23,59,F,桂芝市,2023-11-27,Platinum
U000214,jieding,21,M,帅市,2024-10-31,Gold
U000215,xiuying29,34,M,建军市,2023-10-23,Silver
U000216,qiangcheng,51,F,云市,2024-05-15,Bronze
U000217,qiang38,60,F,沈阳县,2025-05-07,Bronze
U000218,mingzheng,64,M,丽华县,2025-01-29,Bronze
U000219,hwang,48,M,瑞市,2025-02-16,Silver
U000220,leicui,21,M,柳市,2024-12-08,Bronze
U000221,liaogang,20,F,通辽县,2025-05-08,Silver
U000222,pingdu,49,M,大冶县,2025-05-27,Bronze
U000223,shaofang,36,F,桂花县,2023-12-05,Bronze
U000224,xdong,59,M,重庆县,2025-05-27,Bronze
U000225,zengmin,18,F,合肥市,2024-01-13,Bronze
U000226,izhu,63,M,秀芳市,2025-05-08,Silver
U000227,caolei,62,M,长沙县,2023-08-30,Bronze
U000228,jun41,64,F,台北县,2024-10-13,Bronze
U000229,hdeng,47,M,勇市,2024-12-14,Bronze
U000230,lishen,34,M,齐齐哈尔市,2024-08-21,Gold
U000231,qhe,52,M,合山县,2023-07-27,Bronze
U000232,qiaotao,39,M,六安县,2023-12-19,Gold
U000233,mogang,31,M,秀英市,2025-01-24,Gold
U000234,jie05,31,M,雷县,2024-11-26,Bronze
U000235,lyin,20,F,石家庄县,2023-07-03,Silver
U000236,juan03,64,M,辽阳县,2024-07-09,Gold
U000237,exiang,55,F,明市,2024-01-13,Bronze
U000238,fang54,42,F,张家港县,2025-04-25,Bronze
U000239,ysong,56,M,彬县,2024-11-23,Bronze
U000240,zpeng,43,F,凯县,2023-08-05,Bronze
U000241,lyao,30,F,凤英市,2023-08-06,Silver
U000242,yong44,20,F,琳市,2024-11-21,Silver
U000243,cmeng,53,F,齐齐哈尔县,2024-01-04,Silver
U000244,dingyong,25,F,云市,2023-06-29,Silver
U000245,xiuyingzheng,59,M,超市,2023-07-27,Bronze
U000246,yangpan,43,F,海燕市,2024-09-16,Bronze
U000247,yongsu,62,M,柳县,2025-01-17,Platinum
U000248,xujie,39,M,桂珍县,2024-10-21,Bronze
U000249,jun10,21,F,汕尾县,2025-05-14,Bronze
U000250,leilei,47,M,楠县,2024-11-25,Gold
U000251,hhu,20,F,乌鲁木齐县,2023-10-17,Silver
U000252,zdu,53,F,红梅市,2024-08-05,Gold
U000253,li22,37,F,凤兰市,2023-09-07,Gold
U000254,jiekang,23,F,杰县,2024-08-08,Silver
U000255,qiang82,55,F,石家庄县,2024-04-09,Platinum
U000256,awu,32,F,斌市,2024-02-06,Silver
U000257,suqiang,62,F,阳市,2025-01-21,Bronze
U000258,pingwang,21,M,济南市,2024-01-27,Silver
U000259,jingluo,29,M,哈尔滨县,2025-03-23,Silver
U000260,laijuan,55,F,阳县,2024-09-24,Bronze
U000261,wangyang,53,M,长沙市,2024-10-28,Silver
U000262,xiulan00,23,M,长春县,2024-10-22,Bronze
U000263,xiulanshao,40,F,汕尾县,2024-10-15,Bronze
U000264,tao36,57,F,淑英市,2024-11-20,Bronze
U000265,guoqiang,54,M,秀华县,2023-11-10,Bronze
U000266,xiuying25,32,M,红梅县,2023-09-14,Silver
U000267,wei81,47,M,秀英县,2023-09-08,Gold
U000268,qiang32,61,M,沈阳县,2024-03-29,Platinum
U000269,kkong,28,F,玉梅市,2025-01-17,Bronze
U000270,taowei,52,F,瑜县,2024-06-25,Gold
U000271,duna,46,M,秀英市,2024-08-31,Gold
U000272,fang04,31,F,桂香县,2024-07-25,Gold
U000273,fanping,54,F,澳门县,2025-01-18,Silver
U000274,cpan,43,F,鹏市,2024-03-12,Bronze
U000275,gang68,59,M,萍市,2023-09-12,Gold
U000276,qinming,56,F,云市,2023-11-06,Gold
U000277,cwang,55,F,哈尔滨市,2024-12-10,Silver
U000278,tao87,50,M,梧州市,2024-02-14,Gold
U000279,jing69,19,F,雪县,2024-12-06,Platinum
U000280,tao05,56,M,龙县,2024-08-31,Platinum
U000281,yan09,24,F,燕市,2024-12-16,Silver
U000282,xuetao,32,F,合山县,2023-09-27,Silver
U000283,fangxu,47,F,南宁市,2024-05-12,Gold
U000284,ping26,55,F,永安县,2025-04-12,Gold
U000285,zoujie,44,F,兴城县,2024-07-17,Bronze
U000286,llu,39,F,慧县,2024-11-10,Silver
U000287,xiuying73,27,M,兴安盟县,2023-11-26,Gold
U000288,li37,48,M,荣县,2024-08-13,Silver
U000289,li19,32,F,桂珍县,2025-01-25,Bronze
U000290,licheng,64,M,浩县,2025-05-22,Gold
U000291,qzeng,44,F,楠市,2025-03-09,Silver
U000292,xia42,53,F,台北市,2023-07-14,Silver
U000293,yangjin,37,M,西安县,2024-02-16,Platinum
U000294,rduan,55,M,北京市,2024-04-16,Silver
U000295,ptao,43,F,太原县,2024-01-12,Bronze
U000296,duyang,30,M,六盘水市,2025-05-14,Bronze
U000297,pinghao,50,M,巢湖县,2023-10-27,Gold
U000298,fang04,29,M,北镇县,2024-05-22,Platinum
U000299,ggao,22,F,桂英市,2025-02-22,Gold
U000300,majing,59,F,霞市,2023-06-15,Bronze
U000301,li93,26,M,马鞍山县,2024-07-09,Gold
U000302,gang61,57,F,合肥县,2024-02-11,Platinum
U000303,chaolei,18,M,静县,2025-01-10,Platinum
U000304,min49,63,M,澳门县,2024-11-24,Gold
U000305,fangzhao,18,F,佛山县,2023-10-07,Silver
U000306,gzhong,57,F,欢县,2024-03-16,Bronze
U000307,jungao,26,M,建军县,2025-01-05,Gold
U000308,ping87,43,M,海口市,2024-07-17,Bronze
U000309,twu,42,F,宇市,2023-07-22,Platinum
U000310,xiulanxia,24,M,成都县,2025-03-29,Gold
U000311,rfang,34,F,惠州市,2025-05-03,Bronze
U000312,ddai,41,F,梧州县,2024-05-24,Bronze
U000313,xieqiang,41,M,军县,2023-12-19,Gold
U000314,jiaxiulan,60,F,长春县,2024-02-27,Bronze
U000315,xiangfang,38,M,深圳市,2024-01-13,Platinum
U000316,xhe,58,M,宁德县,2025-04-27,Silver
U000317,ysu,45,F,浩市,2024-10-24,Bronze
U000318,guiying28,24,F,阳市,2025-03-14,Bronze
U000319,caoli,40,M,玉华县,2025-03-05,Gold
U000320,junsun,49,M,建军县,2023-10-29,Silver
U000321,chenyong,46,M,勇市,2023-11-12,Silver
U000322,duanxiuying,35,M,大冶市,2023-12-12,Gold
U000323,qiuqiang,19,F,关岭市,2025-01-10,Silver
U000324,gaowei,47,F,敏县,2024-08-26,Bronze
U000325,jun42,18,M,永安县,2024-01-04,Bronze
U000326,xiexiulan,20,M,嘉禾县,2023-07-11,Bronze
U000327,yang68,63,F,丽娟县,2023-09-28,Gold
U000328,na28,45,F,秀英市,2024-01-24,Gold
U000329,qiangdai,25,M,丽娟市,2024-04-01,Bronze
U000330,leihuang,41,M,浩县,2025-03-23,Silver
U000331,gang83,25,M,通辽县,2024-11-09,Gold
U000332,dingjuan,20,F,潮州市,2025-04-10,Silver
U000333,li03,25,M,济南县,2025-05-15,Bronze
U000334,yanyao,31,F,巢湖市,2024-08-06,Gold
U000335,li67,33,M,秀珍县,2024-03-10,Silver
U000336,gtan,38,M,玉珍市,2024-03-18,Bronze
U000337,ping09,35,M,武汉市,2023-12-24,Bronze
U000338,jlin,40,F,北镇市,2024-03-26,Bronze
U000339,taoxiao,36,F,霞县,2024-12-18,Silver
U000340,ksun,19,F,兵市,2024-12-15,Silver
U000341,ihe,28,M,合山市,2025-03-17,Bronze
U000342,zhaofang,40,M,永安市,2025-03-20,Gold
U000343,gangzou,54,M,上海市,2024-07-01,Silver
U000344,dpeng,51,F,桂芝市,2023-06-10,Bronze
U000345,bcai,39,F,玉兰市,2024-06-29,Bronze
U000346,ghao,47,M,合山市,2023-12-09,Gold
U000347,xiuyingwu,49,M,琴县,2025-02-11,Bronze
U000348,xdong,31,F,桂芳市,2024-11-27,Silver
U000349,lizhong,42,M,哈尔滨市,2024-04-14,Bronze
U000350,jqian,60,M,华市,2024-12-01,Bronze
U000351,gangwan,46,M,玉英市,2025-04-30,Bronze
U000352,jinjuan,28,F,桂英市,2025-05-22,Silver
U000353,zhonglei,59,F,贵阳县,2023-06-17,Bronze
U000354,xiulangong,34,M,宇县,2023-10-09,Silver
U000355,xiulanqiao,29,M,海燕市,2025-02-07,Bronze
U000356,wangming,38,M,西安县,2023-12-02,Bronze
U000357,maoxiuying,44,F,晶市,2024-10-09,Silver
U000358,qiang73,24,F,淑珍县,2023-10-27,Gold
U000359,xdong,38,M,艳市,2023-08-07,Silver
U000360,jie62,19,M,玉珍县,2023-08-26,Gold
U000361,baili,53,F,畅县,2023-08-23,Bronze
U000362,ganghe,28,M,秀芳县,2023-08-24,Bronze
U000363,duming,56,F,兴城县,2023-06-14,Platinum
U000364,ping61,64,F,柳州市,2024-11-18,Bronze
U000365,ihan,50,M,莉县,2024-06-22,Silver
U000366,ganghan,36,F,丹县,2024-01-23,Bronze
U000367,xding,62,M,艳县,2024-09-08,Silver
U000368,qiangfan,19,M,邯郸市,2024-04-07,Bronze
U000369,xiuying65,34,M,颖县,2025-02-27,Gold
U000370,liluo,57,M,潮州县,2023-10-20,Bronze
U000371,slu,20,M,丽县,2024-03-23,Bronze
U000372,na51,47,M,关岭市,2024-11-15,Bronze
U000373,tanyan,54,M,潜江县,2025-03-11,Platinum
U000374,renyong,34,F,成县,2023-12-09,Silver
U000375,yong26,64,M,斌县,2024-09-11,Platinum
U000376,zxue,36,F,明县,2024-11-30,Gold
U000377,fanjun,40,F,志强市,2024-08-15,Silver
U000378,yma,25,M,宁市,2023-08-20,Silver
U000379,jun88,32,F,大冶县,2024-04-03,Bronze
U000380,lzheng,43,M,哈尔滨市,2024-06-13,Gold
U000381,linping,24,F,郑州市,2024-03-01,Silver
U000382,min73,39,F,倩县,2023-08-19,Bronze
U000383,czhu,24,M,波县,2023-07-09,Platinum
U000384,caomin,40,F,成都市,2024-07-09,Gold
U000385,xiaguo,56,M,琳县,2023-12-02,Silver
U000386,lyin,56,M,荆门县,2023-06-27,Silver
U000387,qiangyan,52,F,冬梅市,2024-12-03,Silver
U000388,juanliang,20,F,银川市,2024-03-15,Bronze
U000389,juan71,40,M,小红县,2024-09-10,Bronze
U000390,zye,21,F,哈尔滨县,2025-03-22,Bronze
U000391,lyi,35,F,凯市,2024-02-03,Silver
U000392,kangli,61,M,昆明县,2024-11-24,Bronze
U000393,weiqiao,59,F,成县,2024-04-28,Bronze
U000394,taoyu,30,F,成都县,2024-01-15,Platinum
U000395,jinglu,52,M,鹏县,2023-06-12,Bronze
U000396,mgao,46,F,璐县,2024-04-17,Silver
U000397,tshao,61,F,小红市,2023-08-08,Gold
U000398,jiangli,64,M,兴安盟市,2024-07-26,Bronze
U000399,jing79,56,F,凤兰市,2024-08-22,Gold
U000400,lixia,20,M,刚县,2024-08-02,Bronze
U000401,pingfan,21,F,邯郸市,2024-05-19,Silver
U000402,ming17,18,F,台北市,2025-02-23,Bronze
U000403,yan96,32,M,合肥市,2025-02-25,Silver
U000404,fangxiong,29,F,萍市,2024-02-11,Gold
U000405,li94,54,M,合肥县,2025-05-18,Silver
U000406,liangyang,63,F,太原市,2023-09-26,Platinum
U000407,jun67,51,M,通辽县,2024-03-22,Platinum
U000408,oding,25,F,马鞍山县,2024-11-25,Silver
U000409,qiang75,62,M,西宁县,2024-10-10,Bronze
U000410,gang86,43,M,嘉禾市,2024-06-23,Platinum
U000411,min45,23,F,惠州县,2025-04-29,Silver
U000412,chengguiying,40,F,勇市,2025-05-26,Platinum
U000413,qiangsun,59,M,嘉禾市,2024-11-20,Silver
U000414,yangliu,34,M,兴安盟市,2024-10-25,Gold
U000415,lei15,55,F,沈阳县,2024-10-02,Gold
U000416,yan36,42,F,西安市,2023-11-17,Silver
U000417,iding,51,M,柳州县,2023-06-12,Bronze
U000418,zhumin,45,M,嘉禾市,2024-06-10,Bronze
U000419,jinna,51,F,银川市,2024-02-03,Gold
U000420,li26,57,F,武汉市,2024-07-21,Gold
U000421,yeyang,51,M,潜江县,2024-12-17,Bronze
U000422,yanggu,25,F,玉市,2023-08-11,Bronze
U000423,gaoguiying,35,M,倩县,2024-02-04,Bronze
U000424,junliang,30,F,海口县,2025-01-30,Platinum
U000425,zhangli,57,F,柳州市,2025-01-05,Silver
U000426,plin,20,M,台北县,2024-03-30,Silver
U000427,kangtao,44,F,合山市,2024-03-11,Gold
U000428,jie69,41,F,云市,2025-01-17,Silver
U000429,bding,50,M,上海县,2023-11-19,Bronze
U000430,daina,30,F,桂花县,2024-04-29,Silver
U000431,odong,59,M,兴安盟市,2024-01-31,Silver
U000432,weijuan,24,F,六盘水县,2024-04-03,Platinum
U000433,longyan,48,F,秀英市,2023-12-11,Bronze
U000434,shiguiying,60,M,华县,2024-11-03,Platinum
U000435,guiyingcai,35,F,上海市,2024-06-24,Gold
U000436,wei84,46,M,张家港市,2025-01-07,Bronze
U000437,guiying05,30,F,桂英市,2023-12-26,Platinum
U000438,wanqiang,34,M,华县,2025-04-02,Bronze
U000439,mingguo,41,F,旭市,2023-11-29,Bronze
U000440,chengchao,36,F,长春县,2024-03-13,Silver
U000441,lgu,49,F,宁德市,2024-02-09,Bronze
U000442,pinglu,32,F,宇县,2023-09-05,Bronze
U000443,haojun,21,M,马鞍山市,2025-04-16,Gold
U000444,xliao,21,M,晶市,2024-08-07,Gold
U000445,xcai,39,F,辛集县,2024-12-30,Silver
U000446,qiangpeng,39,F,岩市,2023-09-29,Bronze
U000447,renchao,31,F,关岭县,2024-10-10,Platinum
U000448,machao,53,F,秀珍市,2023-11-11,Silver
U000449,pingtian,29,M,武汉县,2023-08-16,Bronze
U000450,jinwei,23,M,柳县,2025-01-05,Gold
U000451,xueguiying,28,F,巢湖市,2024-09-06,Silver
U000452,shiyong,63,M,台北县,2023-12-24,Platinum
U000453,na55,52,M,桂英市,2023-08-02,Bronze
U000454,jiexue,46,F,长沙市,2023-10-10,Bronze
U000455,utan,19,F,欢县,2025-01-23,Bronze
U000456,qianglong,28,M,燕市,2023-08-14,Platinum
U000457,yongliu,61,M,南昌县,2023-09-28,Gold
U000458,kongming,64,M,辉县,2023-12-24,Silver
U000459,chaoqiu,23,F,艳市,2024-05-28,Silver
U000460,gaoguiying,18,M,呼和浩特市,2023-09-14,Gold
U000461,napeng,51,M,澳门市,2023-06-21,Bronze
U000462,huyang,42,F,阳市,2025-05-07,Silver
U000463,guiying07,61,M,成都县,2025-03-04,Platinum
U000464,bwan,63,M,琳市,2024-03-05,Bronze
U000465,jingliang,25,F,秀芳市,2023-07-01,Gold
U000466,yanglin,24,F,秀梅县,2023-07-22,Bronze
U000467,liangna,41,F,宁德市,2024-10-16,Silver
U000468,yangxiang,63,M,海门县,2024-06-11,Bronze
U000469,kmeng,24,M,冬梅县,2023-10-22,Silver
U000470,luxiuying,53,F,重庆县,2023-07-20,Bronze
U000471,wwu,39,F,南京市,2023-12-14,Bronze
U000472,leixia,41,M,广州县,2024-03-06,Platinum
U000473,jingkang,34,M,兰英市,2024-12-02,Bronze
U000474,xiulan92,35,M,汕尾县,2023-10-19,Silver
U000475,fchen,49,F,福州市,2023-06-20,Gold
U000476,vbai,55,F,太原县,2024-12-12,Gold
U000477,mindai,41,M,武汉市,2025-01-26,Bronze
U000478,wuming,63,M,张家港县,2024-09-02,Silver
U000479,maoli,39,M,亮市,2024-12-24,Bronze
U000480,fyu,57,M,雷县,2023-11-25,Bronze
U000481,nalong,19,F,阳市,2024-12-22,Gold
U000482,zhuxiulan,47,M,超市,2024-09-14,Bronze
